timestamp,temperature,humidity,windSpeed,hour,Cluster,season_fall,season_spring,season_summer,season_winter,demand,demand_next_24h
2018-07-06 11:00:00,75.62333333333333,0.7833333333333333,6.376666666666668,11.0,1.0,0.0,0.0,1.0,0.0,10626.333333333334,6274.0
2018-07-06 12:00:00,74.73666666666666,0.7799999999999999,5.886666666666667,12.0,0.3333333333333333,0.0,0.0,1.0,0.0,11310.0,5695.666666666667
2018-07-06 13:00:00,74.81,0.7766666666666667,6.316666666666666,13.0,0.3333333333333333,0.0,0.0,1.0,0.0,11883.0,4376.333333333333
2018-07-06 14:00:00,77.485,0.855,7.9799999999999995,14.0,0.0,0.0,0.0,1.0,0.0,7722.0,4558.0
2018-07-06 15:00:00,79.15,0.81,7.965,15.0,0.0,0.0,0.0,1.0,0.0,7719.0,4441.0
2018-07-06 16:00:00,79.315,0.8,8.785,16.0,0.0,0.0,0.0,1.0,0.0,7425.0,4442.5
2018-07-06 17:00:00,77.89,0.865,7.949999999999999,17.0,0.0,0.0,0.0,1.0,0.0,7166.0,13208.5
2018-07-06 18:00:00,78.5,0.855,8.405,18.0,0.0,0.0,0.0,1.0,0.0,7033.0,4502.0
2018-07-06 19:00:00,79.525,0.745,8.775,19.0,1.0,0.0,0.0,1.0,0.0,6631.0,8902.0
2018-07-06 20:00:00,80.58500000000001,0.675,9.225,20.0,1.0,0.0,0.0,1.0,0.0,6260.5,4620.0
2018-07-06 21:00:00,80.985,0.63,7.699999999999999,21.0,0.5,0.0,0.0,1.0,0.0,5900.0,8565.0
2018-07-06 22:00:00,81.465,0.6000000000000001,7.8500000000000005,22.0,1.0,0.0,0.0,1.0,0.0,5618.5,9366.5
2018-07-06 23:00:00,81.15,0.5549999999999999,9.985,23.0,1.5,0.0,0.0,1.0,0.0,5314.5,4516.5
2018-07-07 00:00:00,79.87,0.51,9.790000000000001,0.0,1.5,0.0,0.0,1.0,0.0,5026.0,10166.0
2018-07-07 01:00:00,77.69,0.51,9.094999999999999,1.0,1.5,0.0,0.0,1.0,0.0,4767.5,5214.5
2018-07-07 02:00:00,75.33500000000001,0.52,8.790000000000001,2.0,2.0,0.0,0.0,1.0,0.0,4558.0,10511.0
2018-07-07 03:00:00,73.30000000000001,0.525,8.5,3.0,2.0,0.0,0.0,1.0,0.0,4441.0,11970.5
2018-07-07 04:00:00,80.82666666666667,0.4000000000000001,9.24,4.0,1.6666666666666667,0.0,0.0,1.0,0.0,7427.666666666667,10096.333333333334
2018-07-07 05:00:00,77.99333333333334,0.42333333333333334,8.75,5.0,1.6666666666666667,0.0,0.0,1.0,0.0,7341.0,10466.333333333334
2018-07-07 06:00:00,77.66333333333334,0.42,8.816666666666666,6.0,1.6666666666666667,0.0,0.0,1.0,0.0,7335.666666666667,10672.333333333334
2018-07-07 07:00:00,75.07666666666667,0.45,8.156666666666666,7.0,1.6666666666666667,0.0,0.0,1.0,0.0,7389.0,10717.333333333334
2018-07-07 08:00:00,72.01333333333334,0.49000000000000005,8.783333333333333,8.0,1.6666666666666667,0.0,0.0,1.0,0.0,7737.666666666667,5742.0
2018-07-07 09:00:00,70.06333333333333,0.5233333333333333,6.646666666666666,9.0,2.0,0.0,0.0,1.0,0.0,8295.0,5105.666666666667
2018-07-07 10:00:00,69.34,0.54,6.963333333333334,10.0,2.0,0.0,0.0,1.0,0.0,8916.333333333334,15327.666666666666
2018-07-07 11:00:00,69.83,0.5166666666666666,6.786666666666666,11.0,2.0,0.0,0.0,1.0,0.0,9547.666666666666,10013.0
2018-07-07 12:00:00,70.58666666666666,0.5133333333333333,7.433333333333334,12.0,1.6666666666666667,0.0,0.0,1.0,0.0,10096.333333333334,9714.666666666666
2018-07-07 13:00:00,71.63333333333334,0.47333333333333333,7.313333333333333,13.0,1.6666666666666667,0.0,0.0,1.0,0.0,10466.333333333334,10115.0
2018-07-07 14:00:00,72.92333333333333,0.4633333333333334,7.723333333333334,14.0,1.6666666666666667,0.0,0.0,1.0,0.0,10672.333333333334,8090.333333333333
2018-07-07 15:00:00,75.40333333333332,0.41,6.423333333333333,15.0,1.3333333333333333,0.0,0.0,1.0,0.0,10717.333333333334,8302.333333333334
2018-07-07 16:00:00,72.735,0.395,7.745000000000001,16.0,1.0,0.0,0.0,1.0,0.0,5501.5,5361.0
2018-07-07 17:00:00,74.055,0.39,7.165,17.0,1.0,0.0,0.0,1.0,0.0,5413.0,8965.5
2018-07-07 18:00:00,81.02666666666666,0.3566666666666667,5.616666666666667,18.0,1.0,0.0,0.0,1.0,0.0,10587.0,7328.666666666667
2018-07-07 19:00:00,81.64333333333333,0.3666666666666667,6.123333333333334,19.0,1.0,0.0,0.0,1.0,0.0,10359.666666666666,7045.0
2018-07-07 20:00:00,82.14666666666666,0.36999999999999994,6.353333333333333,20.0,1.0,0.0,0.0,1.0,0.0,9968.0,6866.666666666667
2018-07-07 21:00:00,82.67,0.3666666666666667,6.79,21.0,1.0,0.0,0.0,1.0,0.0,9671.0,6805.666666666667
2018-07-07 22:00:00,82.76666666666667,0.3566666666666667,7.336666666666667,22.0,1.3333333333333333,0.0,0.0,1.0,0.0,9330.0,6812.333333333333
2018-07-07 23:00:00,82.39999999999999,0.37333333333333335,7.47,23.0,1.3333333333333333,0.0,0.0,1.0,0.0,8816.333333333334,6860.666666666667
2018-07-08 00:00:00,80.94666666666667,0.39333333333333337,6.079999999999999,0.0,1.3333333333333333,0.0,0.0,1.0,0.0,8228.666666666666,7217.666666666667
2018-07-08 01:00:00,77.18333333333334,0.45,6.29,1.0,2.0,0.0,0.0,1.0,0.0,7724.666666666667,7724.0
2018-07-08 02:00:00,75.30666666666667,0.49333333333333335,5.783333333333334,2.0,1.3333333333333333,0.0,0.0,1.0,0.0,7328.666666666667,8315.666666666666
2018-07-08 03:00:00,73.34666666666666,0.55,4.126666666666667,3.0,0.3333333333333333,0.0,0.0,1.0,0.0,7045.0,8928.0
2018-07-08 04:00:00,71.83333333333333,0.5433333333333333,3.14,4.0,1.3333333333333333,0.0,0.0,1.0,0.0,6866.666666666667,9485.666666666666
2018-07-08 05:00:00,70.72666666666667,0.57,2.61,5.0,0.3333333333333333,0.0,0.0,1.0,0.0,6805.666666666667,9935.333333333334
2018-07-08 06:00:00,70.12666666666667,0.5733333333333334,2.44,6.0,0.3333333333333333,0.0,0.0,1.0,0.0,6812.333333333333,10271.0
2018-07-08 07:00:00,69.05333333333333,0.6000000000000001,2.466666666666667,7.0,0.3333333333333333,0.0,0.0,1.0,0.0,6860.666666666667,10496.0
2018-07-08 08:00:00,68.51666666666667,0.6033333333333334,1.5866666666666667,8.0,0.3333333333333333,0.0,0.0,1.0,0.0,7217.666666666667,10611.333333333334
2018-07-08 09:00:00,67.78333333333333,0.6266666666666666,1.4866666666666666,9.0,0.3333333333333333,0.0,0.0,1.0,0.0,7724.0,10668.666666666666
2018-07-08 10:00:00,67.42,0.6466666666666666,1.88,10.0,0.3333333333333333,0.0,0.0,1.0,0.0,8315.666666666666,10638.333333333334
2018-07-08 11:00:00,69.12,0.6333333333333333,2.0066666666666664,11.0,0.3333333333333333,0.0,0.0,1.0,0.0,8928.0,10424.666666666666
2018-07-08 12:00:00,71.53333333333333,0.5533333333333333,2.4233333333333333,12.0,0.3333333333333333,0.0,0.0,1.0,0.0,9485.666666666666,10039.333333333334
2018-07-08 13:00:00,73.35666666666667,0.51,2.39,13.0,0.3333333333333333,0.0,0.0,1.0,0.0,9935.333333333334,9744.333333333334
2018-07-08 14:00:00,75.33333333333333,0.47,2.706666666666667,14.0,0.6666666666666666,0.0,0.0,1.0,0.0,10271.0,9414.0
2018-07-08 15:00:00,78.61,0.42,3.61,15.0,1.0,0.0,0.0,1.0,0.0,10496.0,8853.0
2018-07-08 16:00:00,80.66,0.38999999999999996,4.47,16.0,1.0,0.0,0.0,1.0,0.0,10611.333333333334,8199.666666666666
2018-07-08 17:00:00,82.06666666666666,0.36000000000000004,4.793333333333334,17.0,1.0,0.0,0.0,1.0,0.0,10668.666666666666,8317.0
2018-07-08 18:00:00,83.73666666666666,0.35000000000000003,5.37,18.0,1.0,0.0,0.0,1.0,0.0,10638.333333333334,10205.333333333334
2018-07-08 19:00:00,84.50333333333333,0.33,4.846666666666667,19.0,1.0,0.0,0.0,1.0,0.0,10424.666666666666,7453.0
2018-07-08 20:00:00,85.17333333333333,0.33666666666666667,6.223333333333334,20.0,1.0,0.0,0.0,1.0,0.0,10039.333333333334,10020.0
2018-07-08 21:00:00,85.25,0.32666666666666666,6.47,21.0,1.0,0.0,0.0,1.0,0.0,9744.333333333334,8495.666666666666
2018-07-08 22:00:00,84.8,0.34,6.84,22.0,1.0,0.0,0.0,1.0,0.0,9414.0,12157.0
2018-07-08 23:00:00,83.39666666666666,0.37333333333333335,6.343333333333334,23.0,1.0,0.0,0.0,1.0,0.0,8853.0,10517.0
2018-07-09 00:00:00,81.11333333333333,0.4166666666666667,6.796666666666667,0.0,1.3333333333333333,0.0,0.0,1.0,0.0,8199.666666666666,14833.333333333334
2018-07-09 01:00:00,81.195,0.42500000000000004,8.025,1.0,1.5,0.0,0.0,1.0,0.0,9761.0,13974.0
2018-07-09 02:00:00,79.79499999999999,0.455,6.24,2.0,0.5,0.0,0.0,1.0,0.0,9197.0,14484.5
2018-07-09 03:00:00,78.065,0.47000000000000003,5.37,3.0,0.5,0.0,0.0,1.0,0.0,8825.5,14718.5
2018-07-09 04:00:00,76.67,0.505,5.265000000000001,4.0,0.5,0.0,0.0,1.0,0.0,8591.5,14827.5
